sc,	sm,	mu_c,	mu_m,	lnZ,	D,	d 
0.01,	1.337,	0.5222,	1.367,	-296.3,	3.98,	3.089
0.2311,	1.337,	0.5222,	1.367,	-255.1,	9.304,	5.171
0.4522,	1.337,	0.5222,	1.367,	-250.6,	5.678,	2.847
0.6733,	1.337,	0.5222,	1.367,	-250.5,	5.522,	2.665
0.8944,	1.337,	0.5222,	1.367,	-250.9,	5.74,	2.994
1.116,	1.337,	0.5222,	1.367,	-249.8,	4.966,	2.483
1.337,	1.337,	0.5222,	1.367,	-250.2,	5.271,	2.426
1.558,	1.337,	0.5222,	1.367,	-250.8,	5.921,	2.621
1.779,	1.337,	0.5222,	1.367,	-250.9,	5.922,	2.92
2.0,	1.337,	0.5222,	1.367,	-250.7,	5.541,	3.221
0.01,	1.558,	0.5222,	1.367,	-297.1,	4.54,	3.248
0.2311,	1.558,	0.5222,	1.367,	-255.0,	9.246,	5.023
0.4522,	1.558,	0.5222,	1.367,	-251.5,	6.227,	3.262
0.6733,	1.558,	0.5222,	1.367,	-250.3,	5.299,	2.866
0.8944,	1.558,	0.5222,	1.367,	-250.7,	5.731,	2.925
1.116,	1.558,	0.5222,	1.367,	-250.3,	5.509,	2.207
1.337,	1.558,	0.5222,	1.367,	-250.5,	5.563,	2.99
1.558,	1.558,	0.5222,	1.367,	-250.5,	5.567,	2.435
1.779,	1.558,	0.5222,	1.367,	-250.9,	5.971,	2.572
2.0,	1.558,	0.5222,	1.367,	-250.8,	5.901,	2.208
0.01,	1.779,	0.5222,	1.367,	-296.5,	3.91,	3.585
0.2311,	1.779,	0.5222,	1.367,	-255.2,	9.324,	5.286
0.4522,	1.779,	0.5222,	1.367,	-251.6,	6.636,	3.138
0.6733,	1.779,	0.5222,	1.367,	-250.8,	5.869,	2.771
0.8944,	1.779,	0.5222,	1.367,	-250.4,	5.252,	2.581
1.116,	1.779,	0.5222,	1.367,	-250.7,	5.875,	2.525
1.337,	1.779,	0.5222,	1.367,	-251.4,	6.174,	3.482
1.558,	1.779,	0.5222,	1.367,	-250.9,	5.994,	3.204
1.779,	1.779,	0.5222,	1.367,	-250.5,	5.664,	2.74
2.0,	1.779,	0.5222,	1.367,	-251.8,	6.83,	2.637
0.01,	2.0,	0.5222,	1.367,	-297.7,	5.158,	4.214
0.2311,	2.0,	0.5222,	1.367,	-255.5,	9.676,	5.256
0.4522,	2.0,	0.5222,	1.367,	-250.8,	5.75,	2.805
0.6733,	2.0,	0.5222,	1.367,	-250.9,	5.859,	2.792
0.8944,	2.0,	0.5222,	1.367,	-251.0,	6.281,	2.406
1.116,	2.0,	0.5222,	1.367,	-250.6,	5.536,	2.616
1.337,	2.0,	0.5222,	1.367,	-250.8,	5.787,	2.671
1.558,	2.0,	0.5222,	1.367,	-251.0,	5.923,	3.159
1.779,	2.0,	0.5222,	1.367,	-251.6,	6.53,	3.085
2.0,	2.0,	0.5222,	1.367,	-250.8,	5.713,	2.945
0.01,	0.01,	0.7333,	1.367,	-265.2,	0.1847,	0.7272
0.2311,	0.01,	0.7333,	1.367,	-247.0,	2.39,	1.98
0.4522,	0.01,	0.7333,	1.367,	-245.9,	1.379,	1.246
0.6733,	0.01,	0.7333,	1.367,	-245.9,	1.447,	1.239
0.8944,	0.01,	0.7333,	1.367,	-245.8,	1.282,	1.21
1.116,	0.01,	0.7333,	1.367,	-246.1,	1.629,	1.46
1.337,	0.01,	0.7333,	1.367,	-246.4,	1.905,	1.266
1.558,	0.01,	0.7333,	1.367,	-246.3,	1.866,	1.052
1.779,	0.01,	0.7333,	1.367,	-246.1,	1.674,	0.9402
2.0,	0.01,	0.7333,	1.367,	-246.5,	2.052,	1.104
0.01,	0.2311,	0.7333,	1.367,	-267.8,	2.162,	2.154
0.2311,	0.2311,	0.7333,	1.367,	-250.0,	4.728,	3.979
0.4522,	0.2311,	0.7333,	1.367,	-247.9,	2.885,	3.089
0.6733,	0.2311,	0.7333,	1.367,	-248.0,	3.142,	2.424
0.8944,	0.2311,	0.7333,	1.367,	-248.1,	3.265,	2.324
1.116,	0.2311,	0.7333,	1.367,	-248.4,	3.475,	2.836
1.337,	0.2311,	0.7333,	1.367,	-248.7,	3.796,	2.761
1.558,	0.2311,	0.7333,	1.367,	-249.0,	4.058,	2.547
1.779,	0.2311,	0.7333,	1.367,	-248.9,	3.845,	2.484
2.0,	0.2311,	0.7333,	1.367,	-249.4,	4.312,	2.831
0.01,	0.4522,	0.7333,	1.367,	-268.2,	2.561,	2.138
0.2311,	0.4522,	0.7333,	1.367,	-250.3,	4.995,	3.693
0.4522,	0.4522,	0.7333,	1.367,	-249.0,	4.032,	2.579
0.6733,	0.4522,	0.7333,	1.367,	-248.7,	3.733,	2.195
0.8944,	0.4522,	0.7333,	1.367,	-248.8,	3.752,	2.791
1.116,	0.4522,	0.7333,	1.367,	-249.4,	4.43,	2.589
1.337,	0.4522,	0.7333,	1.367,	-249.4,	4.405,	2.32
1.558,	0.4522,	0.7333,	1.367,	-249.5,	4.403,	2.942
1.779,	0.4522,	0.7333,	1.367,	-249.4,	4.501,	2.614
2.0,	0.4522,	0.7333,	1.367,	-248.9,	4.022,	2.349
0.01,	0.6733,	0.7333,	1.367,	-268.9,	3.299,	2.533
0.2311,	0.6733,	0.7333,	1.367,	-250.6,	5.446,	3.587
0.4522,	0.6733,	0.7333,	1.367,	-249.3,	4.38,	2.649
0.6733,	0.6733,	0.7333,	1.367,	-249.0,	3.994,	2.365
0.8944,	0.6733,	0.7333,	1.367,	-248.9,	3.949,	2.762
1.116,	0.6733,	0.7333,	1.367,	-249.6,	4.758,	2.433
1.337,	0.6733,	0.7333,	1.367,	-249.2,	4.315,	2.594
1.558,	0.6733,	0.7333,	1.367,	-250.4,	5.279,	3.436
1.779,	0.6733,	0.7333,	1.367,	-249.6,	4.765,	2.469
2.0,	0.6733,	0.7333,	1.367,	-250.0,	5.028,	2.743
0.01,	0.8944,	0.7333,	1.367,	-269.5,	3.584,	2.543
0.2311,	0.8944,	0.7333,	1.367,	-251.7,	6.371,	4.415
0.4522,	0.8944,	0.7333,	1.367,	-249.4,	4.651,	2.555
0.6733,	0.8944,	0.7333,	1.367,	-249.3,	4.446,	2.608
0.8944,	0.8944,	0.7333,	1.367,	-250.2,	5.106,	2.817
1.116,	0.8944,	0.7333,	1.367,	-249.2,	4.216,	2.554
1.337,	0.8944,	0.7333,	1.367,	-249.6,	4.819,	2.546
1.558,	0.8944,	0.7333,	1.367,	-249.8,	4.9,	2.533
1.779,	0.8944,	0.7333,	1.367,	-250.1,	5.185,	2.618
2.0,	0.8944,	0.7333,	1.367,	-250.4,	5.259,	3.141
0.01,	1.116,	0.7333,	1.367,	-269.0,	3.568,	2.348
0.2311,	1.116,	0.7333,	1.367,	-251.4,	6.117,	3.389
0.4522,	1.116,	0.7333,	1.367,	-249.5,	4.775,	2.53
0.6733,	1.116,	0.7333,	1.367,	-249.1,	4.189,	2.463
0.8944,	1.116,	0.7333,	1.367,	-249.6,	4.688,	2.967
1.116,	1.116,	0.7333,	1.367,	-250.0,	5.168,	2.3
1.337,	1.116,	0.7333,	1.367,	-250.2,	5.225,	2.912
1.558,	1.116,	0.7333,	1.367,	-250.3,	5.199,	2.655
1.779,	1.116,	0.7333,	1.367,	-250.9,	5.802,	3.449
2.0,	1.116,	0.7333,	1.367,	-250.6,	5.656,	2.659
0.01,	1.337,	0.7333,	1.367,	-269.8,	4.224,	2.592
0.2311,	1.337,	0.7333,	1.367,	-251.0,	5.743,	3.142
0.4522,	1.337,	0.7333,	1.367,	-249.9,	4.791,	2.963
0.6733,	1.337,	0.7333,	1.367,	-250.1,	5.152,	2.259
0.8944,	1.337,	0.7333,	1.367,	-249.8,	4.794,	2.67
1.116,	1.337,	0.7333,	1.367,	-249.7,	4.701,	2.513
1.337,	1.337,	0.7333,	1.367,	-250.3,	5.277,	2.508
1.558,	1.337,	0.7333,	1.367,	-250.6,	5.622,	2.627
1.779,	1.337,	0.7333,	1.367,	-250.9,	5.9,	3.094
2.0,	1.337,	0.7333,	1.367,	-251.2,	6.003,	2.939
0.01,	1.558,	0.7333,	1.367,	-269.3,	3.82,	2.728
0.2311,	1.558,	0.7333,	1.367,	-251.3,	6.065,	3.69
0.4522,	1.558,	0.7333,	1.367,	-250.6,	5.302,	3.263
0.6733,	1.558,	0.7333,	1.367,	-250.2,	5.217,	2.877
0.8944,	1.558,	0.7333,	1.367,	-250.0,	5.035,	2.896
1.116,	1.558,	0.7333,	1.367,	-249.9,	5.07,	2.443
1.337,	1.558,	0.7333,	1.367,	-250.7,	5.539,	2.644
1.558,	1.558,	0.7333,	1.367,	-250.8,	5.726,	3.135
1.779,	1.558,	0.7333,	1.367,	-250.5,	5.503,	2.602
2.0,	1.558,	0.7333,	1.367,	-250.3,	5.457,	2.29
0.01,	1.779,	0.7333,	1.367,	-269.8,	4.274,	2.656
0.2311,	1.779,	0.7333,	1.367,	-251.6,	6.354,	3.516
0.4522,	1.779,	0.7333,	1.367,	-250.8,	5.694,	3.095
0.6733,	1.779,	0.7333,	1.367,	-250.5,	5.6,	2.816
0.8944,	1.779,	0.7333,	1.367,	-250.1,	5.194,	2.634
1.116,	1.779,	0.7333,	1.367,	-250.5,	5.668,	2.445
1.337,	1.779,	0.7333,	1.367,	-250.3,	5.376,	2.686
1.558,	1.779,	0.7333,	1.367,	-250.9,	5.652,	2.786
1.779,	1.779,	0.7333,	1.367,	-250.8,	5.891,	2.608
2.0,	1.779,	0.7333,	1.367,	-252.2,	6.863,	3.755
0.01,	2.0,	0.7333,	1.367,	-269.2,	3.697,	2.026
0.2311,	2.0,	0.7333,	1.367,	-251.6,	6.336,	3.897
0.4522,	2.0,	0.7333,	1.367,	-250.2,	5.415,	2.602
0.6733,	2.0,	0.7333,	1.367,	-250.3,	5.441,	2.773
0.8944,	2.0,	0.7333,	1.367,	-250.2,	5.307,	2.474
1.116,	2.0,	0.7333,	1.367,	-250.5,	5.571,	2.486
1.337,	2.0,	0.7333,	1.367,	-250.7,	5.79,	2.612
1.558,	2.0,	0.7333,	1.367,	-250.9,	6.113,	2.287
1.779,	2.0,	0.7333,	1.367,	-251.5,	6.567,	2.538
2.0,	2.0,	0.7333,	1.367,	-250.8,	5.95,	2.287
0.01,	0.01,	0.9444,	1.367,	-249.1,	0.09292,	0.3087
0.2311,	0.01,	0.9444,	1.367,	-245.1,	0.5824,	1.247
0.4522,	0.01,	0.9444,	1.367,	-245.2,	0.7166,	1.196
0.6733,	0.01,	0.9444,	1.367,	-245.4,	0.8708,	1.245
0.8944,	0.01,	0.9444,	1.367,	-245.8,	1.335,	1.188
1.116,	0.01,	0.9444,	1.367,	-246.0,	1.574,	1.085
1.337,	0.01,	0.9444,	1.367,	-245.9,	1.542,	0.9724
1.558,	0.01,	0.9444,	1.367,	-246.2,	1.797,	0.9968
1.779,	0.01,	0.9444,	1.367,	-246.4,	1.909,	1.198
2.0,	0.01,	0.9444,	1.367,	-246.6,	2.098,	1.285
0.01,	0.2311,	0.9444,	1.367,	-251.5,	1.923,	1.751
0.2311,	0.2311,	0.9444,	1.367,	-247.4,	2.409,	2.204
0.4522,	0.2311,	0.9444,	1.367,	-247.5,	2.753,	2.375
0.6733,	0.2311,	0.9444,	1.367,	-247.7,	2.802,	2.204
0.8944,	0.2311,	0.9444,	1.367,	-248.8,	3.744,	2.989
1.116,	0.2311,	0.9444,	1.367,	-248.4,	3.393,	2.726
1.337,	0.2311,	0.9444,	1.367,	-248.8,	3.814,	2.85
1.558,	0.2311,	0.9444,	1.367,	-248.5,	3.646,	2.012
1.779,	0.2311,	0.9444,	1.367,	-248.9,	3.661,	2.831
2.0,	0.2311,	0.9444,	1.367,	-248.9,	3.695,	2.92
0.01,	0.4522,	0.9444,	1.367,	-251.6,	2.204,	1.32
0.2311,	0.4522,	0.9444,	1.367,	-247.8,	2.968,	2.373
0.4522,	0.4522,	0.9444,	1.367,	-248.5,	3.476,	2.734
0.6733,	0.4522,	0.9444,	1.367,	-249.0,	3.939,	2.911
0.8944,	0.4522,	0.9444,	1.367,	-248.4,	3.481,	2.26
1.116,	0.4522,	0.9444,	1.367,	-248.8,	3.867,	2.574
1.337,	0.4522,	0.9444,	1.367,	-249.2,	4.407,	2.545
1.558,	0.4522,	0.9444,	1.367,	-249.7,	4.721,	3.373
1.779,	0.4522,	0.9444,	1.367,	-250.0,	4.899,	3.444
2.0,	0.4522,	0.9444,	1.367,	-249.7,	4.62,	2.805
0.01,	0.6733,	0.9444,	1.367,	-252.7,	3.109,	2.307
0.2311,	0.6733,	0.9444,	1.367,	-248.8,	3.937,	2.651
0.4522,	0.6733,	0.9444,	1.367,	-249.0,	4.089,	2.602
0.6733,	0.6733,	0.9444,	1.367,	-248.6,	3.718,	2.402
0.8944,	0.6733,	0.9444,	1.367,	-249.4,	4.412,	2.85
1.116,	0.6733,	0.9444,	1.367,	-249.1,	4.178,	2.707
1.337,	0.6733,	0.9444,	1.367,	-249.9,	4.775,	3.074
1.558,	0.6733,	0.9444,	1.367,	-250.0,	5.024,	2.857
1.779,	0.6733,	0.9444,	1.367,	-249.2,	4.367,	2.695
2.0,	0.6733,	0.9444,	1.367,	-249.4,	4.595,	2.604
0.01,	0.8944,	0.9444,	1.367,	-252.7,	3.209,	2.007
0.2311,	0.8944,	0.9444,	1.367,	-248.7,	3.797,	2.699
0.4522,	0.8944,	0.9444,	1.367,	-248.7,	3.834,	2.524
0.6733,	0.8944,	0.9444,	1.367,	-249.0,	4.091,	2.725
0.8944,	0.8944,	0.9444,	1.367,	-249.2,	4.345,	2.655
1.116,	0.8944,	0.9444,	1.367,	-249.6,	4.629,	2.482
1.337,	0.8944,	0.9444,	1.367,	-250.5,	5.248,	3.162
1.558,	0.8944,	0.9444,	1.367,	-250.2,	5.197,	2.455
1.779,	0.8944,	0.9444,	1.367,	-250.1,	5.004,	2.901
2.0,	0.8944,	0.9444,	1.367,	-250.1,	4.994,	3.115
0.01,	1.116,	0.9444,	1.367,	-252.9,	3.456,	1.668
0.2311,	1.116,	0.9444,	1.367,	-248.7,	4.07,	1.836
0.4522,	1.116,	0.9444,	1.367,	-248.9,	4.024,	2.33
0.6733,	1.116,	0.9444,	1.367,	-248.9,	3.983,	2.368
0.8944,	1.116,	0.9444,	1.367,	-250.1,	5.081,	2.943
1.116,	1.116,	0.9444,	1.367,	-249.8,	4.996,	2.356
1.337,	1.116,	0.9444,	1.367,	-249.6,	4.559,	2.575
1.558,	1.116,	0.9444,	1.367,	-250.5,	5.486,	2.597
1.779,	1.116,	0.9444,	1.367,	-249.9,	4.999,	2.693
2.0,	1.116,	0.9444,	1.367,	-250.5,	5.637,	2.494
0.01,	1.337,	0.9444,	1.367,	-253.0,	3.465,	1.925
0.2311,	1.337,	0.9444,	1.367,	-248.8,	3.845,	2.453
0.4522,	1.337,	0.9444,	1.367,	-248.6,	3.751,	1.912
0.6733,	1.337,	0.9444,	1.367,	-249.4,	4.512,	2.464
0.8944,	1.337,	0.9444,	1.367,	-249.8,	4.989,	2.188
1.116,	1.337,	0.9444,	1.367,	-249.8,	4.987,	2.778
1.337,	1.337,	0.9444,	1.367,	-250.0,	5.094,	2.319
1.558,	1.337,	0.9444,	1.367,	-250.4,	5.296,	2.558
1.779,	1.337,	0.9444,	1.367,	-250.7,	5.555,	3.087
2.0,	1.337,	0.9444,	1.367,	-250.9,	5.788,	2.93
0.01,	1.558,	0.9444,	1.367,	-253.3,	3.752,	1.922
0.2311,	1.558,	0.9444,	1.367,	-249.2,	4.323,	3.439
0.4522,	1.558,	0.9444,	1.367,	-249.6,	4.681,	2.49
0.6733,	1.558,	0.9444,	1.367,	-250.2,	5.127,	2.701
0.8944,	1.558,	0.9444,	1.367,	-249.9,	5.03,	2.527
1.116,	1.558,	0.9444,	1.367,	-249.9,	4.98,	2.585
1.337,	1.558,	0.9444,	1.367,	-250.5,	5.531,	2.493
1.558,	1.558,	0.9444,	1.367,	-250.9,	5.862,	2.89
1.779,	1.558,	0.9444,	1.367,	-250.7,	5.816,	2.56
2.0,	1.558,	0.9444,	1.367,	-250.6,	5.742,	2.778
0.01,	1.779,	0.9444,	1.367,	-253.7,	4.369,	1.623
0.2311,	1.779,	0.9444,	1.367,	-249.6,	4.784,	2.503
0.4522,	1.779,	0.9444,	1.367,	-249.5,	4.614,	2.19
0.6733,	1.779,	0.9444,	1.367,	-249.9,	4.911,	2.577
0.8944,	1.779,	0.9444,	1.367,	-250.0,	5.215,	2.026
1.116,	1.779,	0.9444,	1.367,	-250.7,	5.593,	2.706
1.337,	1.779,	0.9444,	1.367,	-250.3,	5.334,	2.684
1.558,	1.779,	0.9444,	1.367,	-250.6,	5.616,	2.854
1.779,	1.779,	0.9444,	1.367,	-251.1,	6.095,	2.457
2.0,	1.779,	0.9444,	1.367,	-250.8,	5.76,	2.671
0.01,	2.0,	0.9444,	1.367,	-253.6,	3.985,	2.002
0.2311,	2.0,	0.9444,	1.367,	-249.8,	4.881,	2.489
0.4522,	2.0,	0.9444,	1.367,	-249.9,	4.941,	2.441
0.6733,	2.0,	0.9444,	1.367,	-249.9,	5.134,	2.496
0.8944,	2.0,	0.9444,	1.367,	-250.5,	5.599,	2.783
1.116,	2.0,	0.9444,	1.367,	-250.5,	5.658,	2.519
1.337,	2.0,	0.9444,	1.367,	-249.9,	4.987,	2.449
1.558,	2.0,	0.9444,	1.367,	-250.7,	5.764,	2.469
1.779,	2.0,	0.9444,	1.367,	-250.8,	5.891,	2.866
2.0,	2.0,	0.9444,	1.367,	-250.7,	5.842,	2.483
0.01,	0.01,	1.156,	1.367,	-244.1,	0.09881,	0.3062
0.2311,	0.01,	1.156,	1.367,	-245.2,	0.7625,	1.102
0.4522,	0.01,	1.156,	1.367,	-245.5,	1.051,	1.201
0.6733,	0.01,	1.156,	1.367,	-246.3,	1.824,	1.22
0.8944,	0.01,	1.156,	1.367,	-246.5,	1.967,	1.12
1.116,	0.01,	1.156,	1.367,	-246.7,	2.197,	1.142
1.337,	0.01,	1.156,	1.367,	-246.6,	2.083,	1.284
1.558,	0.01,	1.156,	1.367,	-247.4,	2.964,	1.295
1.779,	0.01,	1.156,	1.367,	-246.9,	2.558,	1.183
2.0,	0.01,	1.156,	1.367,	-247.2,	2.725,	1.307
0.01,	0.2311,	1.156,	1.367,	-246.5,	2.101,	1.456
0.2311,	0.2311,	1.156,	1.367,	-247.7,	2.684,	2.929
0.4522,	0.2311,	1.156,	1.367,	-248.1,	3.268,	2.874
0.6733,	0.2311,	1.156,	1.367,	-248.5,	3.352,	2.862
0.8944,	0.2311,	1.156,	1.367,	-248.3,	3.576,	2.298
1.116,	0.2311,	1.156,	1.367,	-249.3,	4.323,	2.483
1.337,	0.2311,	1.156,	1.367,	-249.3,	4.379,	2.456
1.558,	0.2311,	1.156,	1.367,	-249.5,	4.534,	2.284
1.779,	0.2311,	1.156,	1.367,	-249.5,	4.605,	2.675
2.0,	0.2311,	1.156,	1.367,	-250.1,	5.03,	2.956
0.01,	0.4522,	1.156,	1.367,	-247.3,	2.813,	1.623
0.2311,	0.4522,	1.156,	1.367,	-248.2,	3.203,	2.306
0.4522,	0.4522,	1.156,	1.367,	-249.0,	3.981,	2.717
0.6733,	0.4522,	1.156,	1.367,	-248.9,	3.728,	2.769
0.8944,	0.4522,	1.156,	1.367,	-249.1,	4.115,	2.338
1.116,	0.4522,	1.156,	1.367,	-250.0,	4.797,	3.111
1.337,	0.4522,	1.156,	1.367,	-250.5,	5.404,	3.217
1.558,	0.4522,	1.156,	1.367,	-249.7,	4.783,	2.144
1.779,	0.4522,	1.156,	1.367,	-250.6,	5.686,	2.609
2.0,	0.4522,	1.156,	1.367,	-250.7,	5.708,	2.844
0.01,	0.6733,	1.156,	1.367,	-248.0,	3.435,	1.985
0.2311,	0.6733,	1.156,	1.367,	-248.5,	3.565,	2.642
0.4522,	0.6733,	1.156,	1.367,	-249.4,	4.339,	2.66
0.6733,	0.6733,	1.156,	1.367,	-249.5,	4.59,	2.677
0.8944,	0.6733,	1.156,	1.367,	-249.6,	4.76,	2.155
1.116,	0.6733,	1.156,	1.367,	-250.6,	5.378,	2.98
1.337,	0.6733,	1.156,	1.367,	-250.2,	5.187,	2.534
1.558,	0.6733,	1.156,	1.367,	-249.8,	4.799,	2.746
1.779,	0.6733,	1.156,	1.367,	-250.6,	5.695,	2.432
2.0,	0.6733,	1.156,	1.367,	-250.2,	5.279,	2.599
0.01,	0.8944,	1.156,	1.367,	-248.1,	3.434,	1.879
0.2311,	0.8944,	1.156,	1.367,	-248.8,	3.859,	2.485
0.4522,	0.8944,	1.156,	1.367,	-249.5,	4.564,	2.642
0.6733,	0.8944,	1.156,	1.367,	-250.2,	5.07,	3.275
0.8944,	0.8944,	1.156,	1.367,	-249.9,	5.087,	2.158
1.116,	0.8944,	1.156,	1.367,	-251.1,	6.037,	2.865
1.337,	0.8944,	1.156,	1.367,	-249.5,	4.722,	1.743
1.558,	0.8944,	1.156,	1.367,	-251.0,	5.964,	2.791
1.779,	0.8944,	1.156,	1.367,	-250.7,	5.764,	2.553
2.0,	0.8944,	1.156,	1.367,	-250.9,	5.897,	2.664
0.01,	1.116,	1.156,	1.367,	-248.2,	3.54,	1.938
0.2311,	1.116,	1.156,	1.367,	-248.8,	4.044,	2.117
0.4522,	1.116,	1.156,	1.367,	-249.6,	4.781,	2.408
0.6733,	1.116,	1.156,	1.367,	-250.3,	5.35,	2.848
0.8944,	1.116,	1.156,	1.367,	-250.4,	5.237,	2.653
1.116,	1.116,	1.156,	1.367,	-250.9,	5.796,	2.817
1.337,	1.116,	1.156,	1.367,	-250.0,	4.965,	2.62
1.558,	1.116,	1.156,	1.367,	-250.8,	5.876,	2.618
1.779,	1.116,	1.156,	1.367,	-251.6,	6.625,	2.76
2.0,	1.116,	1.156,	1.367,	-250.8,	5.728,	2.844
0.01,	1.337,	1.156,	1.367,	-248.7,	4.192,	2.041
0.2311,	1.337,	1.156,	1.367,	-249.4,	4.498,	2.737
0.4522,	1.337,	1.156,	1.367,	-249.7,	4.809,	2.802
0.6733,	1.337,	1.156,	1.367,	-250.7,	5.797,	2.785
0.8944,	1.337,	1.156,	1.367,	-250.7,	5.749,	2.51
1.116,	1.337,	1.156,	1.367,	-250.7,	5.794,	2.617
1.337,	1.337,	1.156,	1.367,	-251.0,	5.963,	2.939
1.558,	1.337,	1.156,	1.367,	-251.1,	6.181,	2.753
1.779,	1.337,	1.156,	1.367,	-251.1,	5.915,	3.321
2.0,	1.337,	1.156,	1.367,	-251.1,	6.171,	2.588
0.01,	1.558,	1.156,	1.367,	-248.8,	4.194,	1.933
0.2311,	1.558,	1.156,	1.367,	-249.5,	4.505,	2.277
0.4522,	1.558,	1.156,	1.367,	-249.7,	4.824,	2.335
0.6733,	1.558,	1.156,	1.367,	-251.6,	6.428,	3.322
0.8944,	1.558,	1.156,	1.367,	-250.2,	5.317,	2.833
1.116,	1.558,	1.156,	1.367,	-250.5,	5.416,	2.718
1.337,	1.558,	1.156,	1.367,	-251.0,	6.06,	2.749
1.558,	1.558,	1.156,	1.367,	-251.2,	6.227,	2.703
1.779,	1.558,	1.156,	1.367,	-251.8,	6.829,	2.738
2.0,	1.558,	1.156,	1.367,	-251.9,	6.762,	3.393
0.01,	1.779,	1.156,	1.367,	-248.4,	3.879,	1.643
0.2311,	1.779,	1.156,	1.367,	-250.1,	5.012,	2.674
0.4522,	1.779,	1.156,	1.367,	-250.3,	5.321,	2.925
0.6733,	1.779,	1.156,	1.367,	-250.7,	5.622,	2.488
0.8944,	1.779,	1.156,	1.367,	-250.9,	5.902,	2.53
1.116,	1.779,	1.156,	1.367,	-251.3,	6.08,	3.279
1.337,	1.779,	1.156,	1.367,	-252.1,	7.081,	2.923
1.558,	1.779,	1.156,	1.367,	-251.0,	5.914,	3.018
1.779,	1.779,	1.156,	1.367,	-251.8,	6.784,	2.783
2.0,	1.779,	1.156,	1.367,	-251.6,	6.796,	2.259
0.01,	2.0,	1.156,	1.367,	-248.8,	4.31,	1.584
0.2311,	2.0,	1.156,	1.367,	-250.3,	5.369,	2.67
0.4522,	2.0,	1.156,	1.367,	-249.8,	5.14,	2.012
0.6733,	2.0,	1.156,	1.367,	-250.3,	5.44,	2.432
0.8944,	2.0,	1.156,	1.367,	-250.3,	5.413,	2.153
1.116,	2.0,	1.156,	1.367,	-251.3,	6.258,	2.915
1.337,	2.0,	1.156,	1.367,	-251.1,	6.169,	2.424
1.558,	2.0,	1.156,	1.367,	-251.6,	6.612,	3.254
1.779,	2.0,	1.156,	1.367,	-251.4,	6.456,	2.69
2.0,	2.0,	1.156,	1.367,	-251.5,	6.454,	2.548
0.01,	0.01,	1.367,	1.367,	-250.0,	0.0862,	0.269
0.2311,	0.01,	1.367,	1.367,	-252.4,	1.728,	1.875
0.4522,	0.01,	1.367,	1.367,	-252.9,	2.304,	1.734
0.6733,	0.01,	1.367,	1.367,	-253.2,	2.559,	2.075
0.8944,	0.01,	1.367,	1.367,	-253.6,	2.862,	1.954
1.116,	0.01,	1.367,	1.367,	-254.3,	3.646,	2.304
1.337,	0.01,	1.367,	1.367,	-253.9,	3.186,	1.989
1.558,	0.01,	1.367,	1.367,	-253.9,	3.326,	1.764
1.779,	0.01,	1.367,	1.367,	-254.1,	3.331,	2.305
2.0,	0.01,	1.367,	1.367,	-253.5,	3.066,	1.688
0.01,	0.2311,	1.367,	1.367,	-252.5,	2.047,	1.801
0.2311,	0.2311,	1.367,	1.367,	-254.7,	3.533,	3.47
0.4522,	0.2311,	1.367,	1.367,	-255.7,	4.409,	3.654
0.6733,	0.2311,	1.367,	1.367,	-256.1,	5.056,	3.31
0.8944,	0.2311,	1.367,	1.367,	-256.0,	4.83,	3.38
1.116,	0.2311,	1.367,	1.367,	-255.5,	4.439,	3.047
1.337,	0.2311,	1.367,	1.367,	-256.5,	5.38,	3.582
1.558,	0.2311,	1.367,	1.367,	-256.7,	5.459,	3.887
1.779,	0.2311,	1.367,	1.367,	-257.4,	6.055,	3.487
2.0,	0.2311,	1.367,	1.367,	-257.7,	6.501,	3.957
0.01,	0.4522,	1.367,	1.367,	-253.5,	3.01,	1.75
0.2311,	0.4522,	1.367,	1.367,	-255.5,	4.322,	4.011
0.4522,	0.4522,	1.367,	1.367,	-255.6,	4.621,	2.845
0.6733,	0.4522,	1.367,	1.367,	-256.4,	5.384,	3.501
0.8944,	0.4522,	1.367,	1.367,	-256.8,	5.704,	3.366
1.116,	0.4522,	1.367,	1.367,	-257.1,	5.946,	4.271
1.337,	0.4522,	1.367,	1.367,	-257.4,	6.241,	3.041
1.558,	0.4522,	1.367,	1.367,	-257.2,	6.002,	3.413
1.779,	0.4522,	1.367,	1.367,	-257.6,	6.524,	3.218
2.0,	0.4522,	1.367,	1.367,	-257.7,	6.471,	3.906
0.01,	0.6733,	1.367,	1.367,	-253.5,	3.06,	1.835
0.2311,	0.6733,	1.367,	1.367,	-255.8,	4.771,	3.075
0.4522,	0.6733,	1.367,	1.367,	-256.3,	5.258,	3.436
0.6733,	0.6733,	1.367,	1.367,	-257.0,	6.039,	3.275
0.8944,	0.6733,	1.367,	1.367,	-257.1,	5.691,	3.565
1.116,	0.6733,	1.367,	1.367,	-257.2,	5.83,	3.826
1.337,	0.6733,	1.367,	1.367,	-256.9,	5.87,	3.188
1.558,	0.6733,	1.367,	1.367,	-257.7,	6.705,	2.964
1.779,	0.6733,	1.367,	1.367,	-257.9,	6.749,	3.24
2.0,	0.6733,	1.367,	1.367,	-258.4,	7.276,	3.954
0.01,	0.8944,	1.367,	1.367,	-254.1,	3.796,	1.754
0.2311,	0.8944,	1.367,	1.367,	-256.0,	5.019,	2.886
0.4522,	0.8944,	1.367,	1.367,	-256.6,	5.627,	2.633
